customer_ID,shopping_pt,record_type,day,time,state,location,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost,prev_A,d1_A,1_actual_A,d2_A,prev_actual_A,prev_B,d1_B,1_actual_B,d2_B,prev_actual_B,prev_C,d1_C,1_actual_C,d2_C,prev_actual_C,prev_D,d1_D,1_actual_D,d2_D,prev_actual_D,prev_E,d1_E,1_actual_E,d2_E,prev_actual_E,prev_F,d1_F,1_actual_F,d2_F,prev_actual_F,prev_G,d1_G,1_actual_G,d2_G,prev_actual_G,prev_C_previous,d1_C_previous,1_actual_C_previous,d2_C_previous,prev_actual_C_previous,order
10000000,9,1,0,12:07,IN,10001,2,0,2,g,3,46,42,1,1,2,1,0,2,2,1,2,1,634,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,1,2,0,1,0,0,1,0,1,1
10000005,6,1,3,09:09,NY,10006,1,0,10,e,4,28,28,0,3,13,0,0,3,2,0,0,2,731,0,1,1,0,0,0,1,1,0,0,0,0,3,0,3,0,1,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,1
10000007,8,1,4,14:26,PA,10008,1,0,11,c,NA,43,43,0,2,4,0,0,1,2,0,0,1,602,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,0,2,1
10000013,4,1,4,09:31,WV,10014,2,1,3,d,3,62,60,1,3,3,1,1,3,2,1,1,3,626,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,2,0,2,0,0,1,0,1,0,1,2,0,1,0,0,3,0,3,0,0,3,0,3,1
10000014,6,1,1,17:50,MO,10015,1,0,5,d,3,32,28,1,1,2,1,1,1,1,0,2,2,614,0,0,1,0,1,0,0,1,0,1,0,1,3,0,1,0,1,3,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,1
10000016,10,1,3,13:15,OH,10018,1,0,6,d,NA,24,24,0,3,9,2,0,3,3,0,3,3,597,0,1,1,0,2,0,1,1,0,0,0,0,3,0,3,0,0,3,0,3,1,0,0,0,1,0,1,1,0,3,0,0,3,0,3,0,0,3,0,3,1
10000019,8,1,1,11:34,OK,10021,1,0,7,d,NA,21,21,0,2,4,2,1,2,3,1,2,3,705,0,0,2,0,2,1,1,0,0,0,0,0,2,0,2,0,0,3,0,3,1,1,0,0,0,0,0,2,0,2,0,0,3,0,3,0,0,2,0,2,1
10000023,7,1,1,14:32,PA,10025,1,1,2,f,3,63,63,0,1,13,1,1,1,3,1,1,2,607,0,0,1,0,1,0,0,1,0,1,0,1,3,0,1,0,0,3,0,3,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,1
10000025,7,1,0,15:26,OH,10027,2,1,15,d,2,52,17,0,3,0,0,0,1,1,0,0,3,604,0,1,1,0,0,0,0,0,0,0,0,1,3,0,1,0,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,0,3,0,0,3,0,3,1
10000026,4,1,3,15:24,OH,10028,2,1,5,d,3,59,57,1,3,1,1,1,3,3,1,2,3,578,0,0,1,0,1,0,1,0,0,1,0,0,3,0,3,0,0,3,0,3,0,1,0,0,1,0,0,2,0,2,0,0,3,0,3,0,0,3,0,3,1
10000027,6,1,2,08:03,IN,10029,1,0,17,e,4,50,50,0,2,1,0,0,2,2,0,0,1,605,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,2,0,2,1
10000028,6,1,6,11:44,FL,10030,2,1,1,d,1,44,20,0,1,2,1,0,1,3,0,2,3,703,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,3,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,0,0,1,0,1,1
10000031,8,1,4,19:09,OR,10033,1,0,15,e,NA,25,25,0,2,8,1,1,1,1,0,1,2,665,0,0,1,0,1,0,0,1,0,1,0,1,3,0,1,0,1,3,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,2,0,0,2,0,2,1
10000032,7,1,1,18:37,OR,10034,1,0,12,e,3,29,29,0,4,14,1,1,3,3,0,2,3,606,1,0,1,0,2,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,1,1,1,0,3,0,1,2,0,3,0,0,4,0,4,1
10000033,7,1,0,18:31,WA,10035,1,1,8,d,3,30,30,0,1,5,2,0,1,1,0,1,2,603,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,1,1,0,2,0,1,NA,0,1,1
10000034,7,1,2,09:40,OK,10036,1,1,8,g,3,61,61,0,3,3,2,1,2,3,0,2,2,600,0,0,2,0,2,0,1,0,0,1,0,0,2,0,2,0,1,2,0,3,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,3,0,3,1
10000036,11,1,0,13:56,FL,10038,2,1,26,c,1,60,56,1,3,15,1,1,3,3,0,2,3,577,1,0,1,0,0,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,1,1,0,0,0,0,2,0,2,0,0,3,0,3,0,0,3,0,3,1
10000037,6,1,1,13:07,PA,10039,2,1,1,g,4,58,24,0,1,5,1,0,1,2,1,2,2,694,1,1,2,0,2,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,3,0,3,0,0,2,0,2,0,0,1,0,1,1
10000038,7,1,2,16:00,WA,10040,1,0,7,d,NA,65,37,1,1,0,1,1,1,1,1,2,2,654,0,0,1,0,1,0,0,1,0,1,0,1,4,0,1,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,1
10000039,9,1,2,13:39,OH,10041,1,1,4,f,NA,49,49,0,2,4,1,1,3,3,1,2,3,646,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,0,0,3,0,3,0,0,2,0,2,1
10000040,4,1,4,14:41,KS,10042,1,1,6,e,NA,26,26,0,3,5,1,1,3,3,1,2,1,627,0,0,1,0,1,0,1,0,0,1,0,0,3,0,3,0,0,3,0,3,0,1,0,0,1,0,0,2,0,2,0,0,1,0,1,0,0,3,0,3,1
10000041,8,1,0,08:45,PA,10043,1,1,14,d,NA,56,56,0,1,4,0,1,1,1,0,0,3,563,0,1,1,0,0,0,0,1,0,1,0,1,2,0,1,0,1,3,0,1,0,1,1,0,0,0,1,1,0,0,0,1,2,0,3,0,0,1,0,1,1
10000042,4,1,0,11:14,FL,10044,3,0,9,e,3,65,17,1,3,15,1,1,3,3,1,1,3,701,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,1,0,1,0,1,4,0,3,0,0,3,0,3,1
10000043,7,1,2,10:47,NY,10045,1,1,3,f,2,51,51,0,3,4,1,0,3,3,0,0,2,598,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,1
10000047,8,1,0,14:32,OH,10049,1,1,6,e,3,24,24,0,4,6,1,0,3,3,1,1,3,598,0,0,1,0,1,0,0,0,0,0,0,1,4,0,3,0,0,3,0,3,0,1,0,0,1,0,0,1,0,1,0,0,3,0,3,0,0,4,0,4,1
10000048,9,1,0,13:23,OH,10050,1,1,10,h,NA,52,52,0,1,1,0,0,1,1,0,0,3,562,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,2,0,3,0,0,1,0,1,1
10000049,10,1,3,13:56,NV,10051,1,0,17,c,NA,43,43,0,3,7,0,1,1,1,0,0,2,617,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,0,1,2,0,0,0,0,2,0,2,0,0,3,0,3,1
10000052,8,1,0,18:25,ID,10053,1,1,8,d,1,24,24,0,3,3,2,1,3,3,1,3,3,604,0,0,2,0,2,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,1,0,0,3,0,0,3,0,3,0,0,3,0,3,1
10000054,3,1,2,09:05,FL,10055,2,1,7,f,1,75,75,1,1,3,1,1,1,2,1,2,3,614,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,2,0,2,1,1,2,0,2,0,0,1,0,1,1
10000055,7,1,4,17:58,CO,10056,1,1,9,e,4,75,75,0,4,15,2,1,4,3,0,1,2,634,1,1,1,0,1,0,0,1,0,1,0,1,3,0,4,0,0,3,0,3,0,0,0,0,0,1,1,2,0,2,0,0,2,0,2,0,0,4,0,4,1
10000057,8,1,2,10:07,CT,10058,1,1,8,e,NA,56,56,0,2,15,1,0,3,3,1,0,2,648,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,2,0,2,1
10000059,7,1,2,15:37,NY,10060,1,0,5,e,3,42,42,0,3,2,2,1,3,3,1,0,1,721,0,0,2,0,2,0,0,1,0,1,0,0,3,0,3,0,1,2,0,3,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,3,0,3,1
10000060,9,1,5,16:38,CO,10061,1,0,11,f,NA,41,41,0,1,0,1,0,1,1,0,2,2,630,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,1,1,NA,0,NA,1
10000061,6,1,4,19:30,NV,10062,1,1,14,f,NA,43,43,0,1,10,2,1,1,1,1,2,3,641,0,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,2,0,0,3,0,3,0,0,1,0,1,1
10000062,6,1,2,11:04,FL,10063,1,1,2,f,1,43,43,0,3,3,1,1,3,2,1,1,3,670,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,1
10000063,7,1,0,12:16,CO,10064,1,0,2,g,NA,21,21,0,3,1,2,0,3,3,0,3,3,706,0,0,2,0,2,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,1,4,0,3,0,0,3,0,3,1
10000064,4,1,3,14:03,PA,10065,1,0,13,f,NA,18,18,0,3,4,0,0,2,2,0,0,2,666,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,NA,0,NA,1
10000066,3,1,4,12:47,AL,10067,1,1,5,f,4,68,68,0,3,10,1,0,3,3,0,2,2,613,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,3,0,3,1
10000068,5,1,0,13:32,NY,10069,1,1,6,e,2,25,25,0,3,9,1,0,3,3,0,0,2,588,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,1
10000069,6,1,3,17:17,AR,10070,2,0,20,f,NA,51,47,1,4,0,0,1,2,2,0,2,1,624,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,1,3,0,1,0,0,4,0,4,1
10000072,7,1,1,16:12,NM,10073,1,1,2,g,NA,26,26,0,1,2,2,0,1,1,0,2,2,662,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,1,4,0,2,0,0,1,0,1,1
10000075,5,1,1,10:49,MS,10075,1,0,4,h,3,24,24,0,4,8,2,1,1,1,0,2,2,696,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,1,4,0,2,1,1,1,0,1,1
10000076,8,1,0,15:59,CT,10076,1,0,14,f,NA,27,27,0,3,0,2,0,1,1,1,0,2,699,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,1
10000077,9,1,4,15:37,KS,10077,1,0,2,e,NA,32,32,0,3,10,1,0,3,3,0,1,2,599,0,1,2,0,1,0,0,0,0,0,0,1,1,0,3,0,1,1,0,3,0,0,0,0,0,0,1,3,0,1,0,0,2,0,2,0,0,3,0,3,1
10000078,5,1,4,15:20,FL,10078,2,1,8,d,1,52,46,1,1,15,0,0,1,2,0,0,3,592,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,1,0,1,1
10000079,7,1,0,10:54,NM,10079,1,1,2,e,4,38,38,0,3,15,1,0,3,3,0,1,2,627,0,1,0,0,1,0,0,0,0,0,0,1,1,0,3,0,1,1,0,3,0,0,0,0,0,0,1,0,0,1,0,1,4,0,2,0,0,3,0,3,1
10000080,4,1,4,10:31,FL,10080,1,1,2,e,3,43,43,0,4,4,1,0,4,3,0,1,4,676,0,0,1,0,1,0,0,0,0,0,0,1,3,0,4,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,1,3,0,4,0,0,4,0,4,1
