customer_ID,shopping_pt,record_type,day,time,state,location,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost,prev_A,d1_A,1_actual_A,d2_A,prev_actual_A,prev_B,d1_B,1_actual_B,d2_B,prev_actual_B,prev_C,d1_C,1_actual_C,d2_C,prev_actual_C,prev_D,d1_D,1_actual_D,d2_D,prev_actual_D,prev_E,d1_E,1_actual_E,d2_E,prev_actual_E,prev_F,d1_F,1_actual_F,d2_F,prev_actual_F,prev_G,d1_G,1_actual_G,d2_G,prev_actual_G,prev_C_previous,d1_C_previous,1_actual_C_previous,d2_C_previous,prev_actual_C_previous,order
10000082,9,1,5,12:04,NY,10082,1,0,1,f,3,24,24,0,3,2,2,0,3,3,0,0,2,729,0,1,1,0,2,0,1,1,0,0,0,0,3,0,3,0,0,3,0,3,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,3,0,3,1
10000084,9,1,4,16:17,CT,10084,1,0,1,e,3,22,22,0,4,1,1,0,3,3,0,0,1,670,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,4,0,4,1
10000086,8,1,1,15:35,MD,10086,2,0,6,d,2,39,37,1,3,4,1,1,3,3,1,2,2,654,0,1,0,0,1,0,1,0,0,1,0,1,1,0,3,0,1,1,0,3,0,1,0,0,1,0,1,0,0,2,0,1,4,0,2,0,0,3,0,3,1
10000088,3,1,3,08:51,RI,10088,1,0,9,f,2,59,59,0,2,4,0,0,2,2,0,0,2,549,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,2,1
10000091,10,1,4,14:08,FL,10091,1,1,1,e,1,51,51,0,1,11,1,0,1,1,1,1,3,630,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,2,0,1,0,1,2,0,3,0,0,1,0,1,1
10000092,10,1,0,17:39,NV,10092,1,0,8,g,NA,39,36,1,1,3,1,0,1,1,0,2,1,683,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,2,0,2,0,1,2,0,1,0,0,1,0,1,1
10000094,9,1,2,09:26,NM,10094,2,1,1,g,2,60,53,1,4,7,1,1,4,3,0,1,3,596,0,0,1,0,1,0,0,1,0,1,0,1,2,0,4,0,0,3,0,3,0,1,1,0,0,0,0,1,0,1,0,1,1,0,3,0,0,4,0,4,1
10000095,3,1,2,12:00,UT,10095,1,0,13,f,NA,23,23,0,NA,NA,0,0,1,1,0,0,1,589,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,NA,0,NA,1
10000096,6,1,1,18:02,OR,10096,1,0,1,h,4,55,55,0,2,5,1,0,3,3,1,2,1,630,0,0,1,0,1,0,1,1,0,0,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,0,1,2,0,1,0,0,2,0,2,1
10000097,8,1,0,16:11,NM,10097,2,1,2,e,NA,43,37,0,1,6,1,0,1,2,0,2,2,640,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,2,0,1,4,0,2,0,0,1,0,1,1
10000098,3,1,1,12:13,ID,10098,1,0,2,f,4,28,28,0,3,1,1,1,3,3,1,2,3,687,0,1,0,0,1,1,1,0,0,0,0,1,2,0,3,0,1,2,0,3,1,1,0,0,0,0,0,2,0,2,0,1,2,0,3,0,0,3,0,3,1
10000100,9,1,3,08:34,FL,10100,1,0,1,e,1,23,23,0,3,0,1,1,3,3,1,1,3,682,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,1,2,0,1,0,0,3,0,3,0,0,3,0,3,1
10000103,6,1,3,08:36,PA,10103,1,1,1,f,3,75,75,0,4,10,2,0,4,3,1,2,3,575,1,1,1,0,1,0,0,0,0,0,0,0,4,0,4,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,0,0,3,0,3,0,1,3,0,4,1
10000104,4,1,3,09:31,PA,10104,1,1,10,g,2,71,71,0,3,4,1,0,3,3,1,1,3,616,0,1,0,0,1,0,0,0,0,0,0,0,3,0,3,0,1,2,0,3,0,1,0,0,1,0,1,0,0,1,0,1,4,0,3,0,0,3,0,3,1
10000105,8,1,2,09:47,ME,10105,1,0,11,g,3,20,20,0,3,5,1,0,3,2,0,1,2,653,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,3,0,3,1
10000107,7,1,1,12:38,PA,10107,1,0,12,f,4,41,41,0,3,2,1,1,1,2,1,2,3,608,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,0,1,1,0,2,0,1,2,0,3,0,0,3,0,3,1
10000108,9,1,4,09:51,TN,10108,1,0,11,g,3,21,21,0,3,5,1,0,2,3,0,1,1,692,1,0,1,0,0,0,0,0,0,0,0,1,3,0,2,0,0,3,0,3,0,0,0,0,0,1,0,1,0,0,1,1,2,0,2,0,0,3,0,3,1
10000111,6,1,4,12:43,FL,10111,1,1,10,f,2,22,22,0,3,8,1,1,3,3,0,2,3,657,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,2,0,2,0,1,1,0,0,0,0,2,0,2,0,0,3,0,3,0,0,3,0,3,1
10000112,7,1,2,11:28,TN,10112,1,1,3,f,3,41,41,0,NA,NA,1,0,4,3,1,1,3,688,0,1,0,0,1,0,0,0,0,0,0,1,1,0,4,0,1,1,0,3,0,1,0,0,1,0,1,0,0,1,0,1,2,0,3,0,0,NA,0,NA,1
10000113,5,1,3,17:03,KS,10113,1,0,15,f,2,55,55,0,3,15,1,1,3,3,1,1,2,600,0,0,1,0,1,1,1,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,3,0,3,1
10000115,6,1,2,17:25,CO,10115,2,1,11,g,3,37,36,1,2,9,1,0,3,2,0,0,1,558,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,1,3,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,NA,0,2,1
10000116,9,1,2,15:23,OH,10116,1,0,14,e,NA,25,25,0,4,7,0,0,3,3,0,0,3,597,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,1,NA,0,4,1
10000117,3,1,2,07:53,NY,10117,1,1,13,e,1,70,70,0,3,5,1,0,3,2,1,0,2,571,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,1
10000118,7,1,0,08:37,NY,10118,1,0,3,e,2,25,25,0,3,9,1,1,3,3,1,0,2,648,0,1,0,0,1,0,1,0,0,1,0,0,3,0,3,0,0,3,0,3,0,1,0,0,1,0,0,0,0,0,0,1,4,0,2,0,0,3,0,3,1
10000121,8,1,4,13:10,WA,10121,1,0,4,f,NA,39,39,0,1,1,1,0,1,3,0,2,1,667,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,1
10000122,5,1,0,18:42,UT,10122,1,0,6,d,NA,21,21,0,1,4,2,1,1,2,1,3,2,666,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,1,1,1,0,1,0,0,2,0,2,0,0,1,0,1,1
10000123,7,1,1,17:09,WA,10123,1,1,4,g,3,37,37,0,4,7,1,0,4,3,0,1,1,617,0,0,1,0,1,0,0,0,0,0,0,1,3,0,4,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,1,4,0,1,1,1,NA,0,NA,1
10000124,4,1,2,16:26,AL,10124,4,1,19,d,1,61,29,1,3,15,0,1,3,3,0,0,1,538,0,0,0,0,0,0,1,0,0,1,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,0,3,0,3,1
10000125,11,1,1,11:14,FL,10125,1,1,1,f,2,52,52,0,3,12,1,1,1,3,1,2,4,603,0,1,2,0,1,0,0,1,0,1,0,1,3,0,1,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,0,0,4,0,4,0,0,3,0,3,1
10000126,9,1,5,10:14,PA,10126,2,0,8,f,NA,38,36,1,3,4,1,1,3,2,1,1,4,659,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,2,0,2,0,0,1,0,1,1,1,2,0,2,0,0,4,0,4,0,0,3,0,3,1
10000127,7,1,1,11:54,FL,10127,1,1,1,e,1,71,71,0,3,4,1,0,3,3,0,2,3,597,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,0,0,3,0,3,1
10000128,7,1,3,09:06,ME,10128,1,0,18,c,NA,24,24,0,2,5,0,1,2,3,0,0,2,573,0,1,1,0,0,0,0,1,0,1,0,1,3,0,2,0,0,3,0,3,0,1,1,0,0,0,1,1,0,0,0,1,4,0,2,0,0,2,0,2,1
10000129,9,1,3,15:50,PA,10129,1,0,12,g,4,54,54,0,1,1,1,1,1,2,1,2,2,665,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,1,1,0,0,0,0,0,2,0,2,1,1,1,0,1,0,0,1,0,1,1
10000130,7,1,4,13:53,OR,10130,2,0,12,d,4,40,39,1,2,8,1,0,2,3,0,2,4,628,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,0,0,0,0,0,0,1,0,0,2,0,0,4,0,4,0,0,2,0,2,1
10000131,5,1,3,09:51,MS,10131,1,1,8,d,NA,47,47,0,1,15,2,1,1,3,1,2,4,644,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,0,0,4,0,4,0,0,1,0,1,1
10000132,3,1,3,11:13,WI,10132,1,0,10,e,NA,24,21,1,2,1,2,0,2,3,0,2,3,642,0,0,2,0,2,0,0,0,0,0,1,1,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,1,1,2,0,2,0,0,2,0,2,1
10000133,6,1,3,18:05,MO,10133,1,0,2,h,4,25,25,0,4,1,1,1,4,3,0,2,2,622,0,0,1,0,1,0,0,1,0,1,0,0,4,0,4,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,4,0,4,1
10000134,10,1,5,10:11,CT,10134,1,0,7,f,NA,42,42,0,3,1,1,0,2,3,1,0,2,645,0,0,1,0,1,0,0,0,0,0,1,1,3,0,3,0,0,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,1
10000135,9,1,2,13:59,AR,10135,1,0,7,d,NA,20,20,0,1,1,0,1,1,1,0,0,1,631,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,0,1,1
10000136,6,1,3,09:37,PA,10136,2,0,15,e,NA,46,41,0,3,2,0,0,3,3,0,0,3,599,0,1,1,0,0,0,1,1,0,0,0,1,4,0,3,0,0,3,0,3,0,1,1,0,0,0,1,2,0,0,0,1,4,0,3,0,0,3,0,3,1
10000137,9,1,2,11:46,MT,10137,2,1,22,e,NA,43,43,1,2,1,1,0,2,3,0,2,2,639,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,0,0,0,0,0,0,1,1,0,2,0,0,2,0,2,0,0,2,0,2,1
10000138,9,1,4,10:11,MD,10138,2,0,2,e,3,58,52,1,3,5,1,1,3,3,0,2,3,621,0,0,1,0,1,0,0,1,0,1,0,1,2,0,3,0,1,2,0,3,0,1,1,0,0,1,1,1,0,1,1,1,2,0,2,0,0,3,0,3,1
10000139,6,1,3,12:06,PA,10139,1,0,1,d,3,32,32,0,3,7,2,1,3,3,1,2,4,647,0,1,1,0,2,0,0,1,0,1,0,1,2,0,3,0,1,2,0,3,0,0,1,0,1,0,1,1,0,2,0,1,1,0,4,0,0,3,0,3,1
10000141,8,1,4,13:35,FL,10141,2,1,1,g,3,63,62,1,3,2,1,0,3,3,1,2,4,625,0,0,1,0,1,1,1,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,0,1,3,0,4,0,0,3,0,3,1
10000143,7,1,4,15:10,MO,10143,1,1,15,d,NA,44,44,0,1,1,0,0,2,3,0,0,2,567,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,1
10000144,7,1,2,11:30,OH,10144,1,1,9,e,3,75,75,0,4,5,2,1,4,3,1,2,3,617,0,0,2,0,2,0,1,0,0,1,0,1,3,0,4,0,0,3,0,3,0,1,0,0,1,0,1,3,0,2,0,0,3,0,3,0,0,4,0,4,1
10000145,6,1,3,11:23,PA,10145,1,0,6,e,3,62,62,0,1,13,1,1,1,3,1,2,2,610,0,0,1,0,1,0,0,1,0,1,0,1,3,0,1,0,0,3,0,3,0,0,1,0,1,0,1,1,0,2,0,1,4,0,2,0,0,1,0,1,1
10000147,7,1,0,13:26,CT,10147,1,1,6,e,NA,28,28,0,4,2,1,0,3,3,1,0,1,668,0,0,1,0,1,0,0,0,0,0,0,1,4,0,3,0,0,3,0,3,0,0,1,0,1,0,0,0,0,0,0,1,4,0,1,0,0,4,0,4,1
10000148,9,1,0,08:47,KY,10148,2,1,12,e,4,35,32,1,1,3,1,1,2,2,1,2,3,625,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,3,0,3,0,0,1,0,1,1
10000150,8,1,4,08:36,NY,10150,1,1,5,f,2,74,71,1,2,15,1,0,2,2,0,0,2,612,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,1
10000151,9,1,4,09:23,IN,10151,1,1,14,e,1,75,75,0,3,15,1,1,3,3,0,2,1,596,0,0,1,0,1,0,1,0,0,1,0,1,2,0,3,0,1,2,0,3,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,3,0,3,1
10000152,6,1,4,13:52,IN,10152,1,0,17,d,4,25,25,0,1,0,0,0,1,1,0,0,1,584,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,1,1
